iter	RMSE
142	0.4209092999
143	0.4175322536
144	0.4137780899
145	0.4100648813
146	0.4063697174
147	0.4027590377
148	0.3989835681
149	0.3954795513
150	0.3922663124
151	0.3887888303
152	0.3857980184
153	0.3826035824
154	0.3795290083
155	0.3761660375
156	0.373154412
157	0.3700867588
158	0.3668234084
159	0.3638946704
160	0.3609455472
161	0.3578528443
162	0.3548586342
163	0.3520883041
164	0.3492290827
165	0.3463388291
166	0.3438344406
167	0.3412219062
168	0.3386506145
169	0.3359139206
170	0.3332496566
171	0.330747428
172	0.3283358825
173	0.3261560393
174	0.3236999015
175	0.3211966262
176	0.3190424866
177	0.3165741962
178	0.3143524696
179	0.3121682444
180	0.310055653
181	0.3080068554
182	0.3060080646
183	0.3037851904
184	0.3016413852
185	0.2995626698
186	0.2977938644
187	0.295941399
188	0.2939222801
189	0.2920002751
190	0.2899379041
191	0.2881337322
192	0.2861258128
193	0.2840769825
194	0.2824256938
195	0.2806409015
196	0.2786779426
197	0.276824921
198	0.2752003007
199	0.273644934
200	0.271879463
201	0.2701262541
202	0.2684386647
203	0.2667650567
204	0.265019139
205	0.2633581453
206	0.261607487
207	0.2599131394
208	0.2583864518
209	0.2568056389
210	0.2552498211
211	0.2538293206
212	0.2522428751
213	0.250921329
214	0.2492847933
215	0.247730971
216	0.2461779381
217	0.244805067
218	0.2434160137
219	0.2417167555
220	0.2400711401
221	0.2386545322
222	0.2373487501
223	0.2359691064
224	0.2346876515
225	0.2331346348
226	0.2318047837
227	0.230445238
228	0.2291724953
229	0.2281902087
230	0.2267887363
231	0.2255947593
232	0.2244453722
233	0.2231846011
234	0.2220326947
235	0.2208667392
236	0.2195928347
237	0.218421249
238	0.2174882684
239	0.2164209034
240	0.215291254
241	0.2144998255
242	0.2134528795
243	0.2125931119
244	0.2114294557
245	0.2103251094
246	0.2091929447
247	0.2082232087
248	0.2072282587
249	0.2062062785
250	0.2052245959
251	0.2041922257
252	0.2031313318
253	0.2022600325
254	0.2012613376
255	0.2003049982
256	0.1993960394
257	0.1983138066
258	0.1974686623
259	0.1965742594
260	0.195615542
261	0.194522137
262	0.1937254492
263	0.192825042
264	0.1919309936
265	0.1910138913
266	0.190178463
267	0.1894266998
268	0.1885821082
269	0.1878412136
270	0.1870316364
271	0.1863272659
272	0.185498193
273	0.1846730175
274	0.1838807446
275	0.1830427245
276	0.1823202482
277	0.1816556528
278	0.1809032085
279	0.18017458
280	0.1794916735
281	0.178759127
282	0.1780135479
283	0.1773516134
284	0.176695328
285	0.1760783243
286	0.1753943205
287	0.1747707265
288	0.1741211128
289	0.1735372615
290	0.1728307032
291	0.1720568406
292	0.1714630551
293	0.1709333725
294	0.1702346432
295	0.1695824938
296	0.1689942553
297	0.1682877321
298	0.1677453658
299	0.1670609197
300	0.1665075926
301	0.1659773149
302	0.1655910623
303	0.1650705371
304	0.1645346554
305	0.1638523498
306	0.1633495331
307	0.1628090273
308	0.1622370556
309	0.1616418983
310	0.1610803521
311	0.1605992695
312	0.1601337707
313	0.1594946003
314	0.158882086
315	0.158326812
316	0.1577834262
317	0.1573137009
318	0.1566904868
319	0.1562799366
320	0.1558699939
321	0.1552659051
322	0.1546691735
323	0.1540797181
324	0.1534974586
325	0.153110342
326	0.1525419721
327	0.1519727095
328	0.1514103858
329	0.1508549244
330	0.1504469955
331	0.1500510527
332	0.1496719117
333	0.1491299225
334	0.1486444268
335	0.1481124458
336	0.147584133
337	0.1472073555
338	0.1467880872
339	0.1463778761
340	0.1459277222
341	0.1454275959
342	0.1450670066
343	0.1446765298
344	0.1443682036
345	0.1439284137
346	0.1435933256
347	0.1432555659
348	0.1428868166
349	0.1424548506
350	0.1420274439
351	0.1416045508
352	0.1413808237
353	0.1409627961
354	0.140549187
355	0.140198067
356	0.1399813454
357	0.1396651945
358	0.1393308821
359	0.1389259544
360	0.1386311123
361	0.1383656217
362	0.137965679
363	0.1376763205
364	0.1372809375
365	0.1368897307
366	0.1363207547
367	0.1359347398
368	0.1356534189
369	0.1352717847
370	0.134894193
371	0.1343434394
372	0.1339348922
373	0.1333994105
374	0.1332942866
375	0.1329273992
376	0.1325298862
377	0.1324278639
378	0.1323274735
379	0.1317064097
380	0.1315182375
381	0.1311292284
382	0.1309439716
383	0.1305598853
384	0.1304873775
385	0.1301084711
386	0.1299273336
387	0.1295531993
388	0.1293751388
389	0.1290057074
390	0.12836935
391	0.128005829
392	0.1278309705
393	0.1276585726
394	0.1272999266
395	0.1269454267
396	0.1262320063
397	0.1260625157
398	0.1257154497
399	0.1253714484
400	0.1247693016
401	0.1241455133
402	0.1238070195
403	0.1236426403
404	0.1233121471
405	0.1229793071
406	0.1226503057
407	0.1220493236
408	0.1218898437
409	0.1215662156
410	0.1212500307
411	0.1209315133
412	0.1206166713
413	0.1200374306
414	0.1198827932
415	0.1195730355
416	0.1192702556
417	0.1189602361
418	0.1183665003
419	0.1177568484
420	0.1176860897
421	0.1176165507
422	0.1175482077
423	0.1174810374
424	0.1174150174
425	0.1173346343
426	0.1172709483
427	0.1172083445
428	0.1171468022
429	0.117086301
430	0.1170268213
431	0.1169538333
432	0.1168823746
433	0.1168260303
434	0.1163138073
435	0.1162585746
436	0.1161906215
437	0.11613731
438	0.1160848852
439	0.1158068032
440	0.1157558073
441	0.1156929443
442	0.1156228669
443	0.1152100747
444	0.1151614838
445	0.1150937064
446	0.114804338
447	0.1145362434
448	0.1142511076
449	0.1139882415
450	0.1137072676
451	0.1135449834
452	0.1133856933
453	0.1130574297
454	0.1127332204
455	0.1123569261
456	0.1120362635
457	0.1115568949
458	0.1114007206
459	0.1110839437
460	0.1107710738
461	0.1105173143
462	0.1101590319
463	0.1098507593
464	0.1096994252
465	0.1094407257
466	0.1091386889
467	0.1089902277
468	0.1087159393
469	0.1084450326
470	0.1082984055
471	0.1080304173
472	0.1077907102
473	0.1075264489
474	0.1074005249
475	0.1071392346
476	0.1069056934
477	0.1065590438
478	0.1063013037
479	0.1061780034
480	0.105923164
481	0.105801554
482	0.105549581
483	0.1053237076
484	0.1047355623
485	0.1044098979
486	0.1041625738
487	0.1040664098
488	0.1038219415
489	0.1037267683
490	0.1036327597
491	0.1033909262
492	0.1031730988
493	0.1028137342
494	0.1026987301
495	0.1024599704
496	0.1022476939
497	0.1020121839
498	0.1017038961
499	0.1014712454
500	0.101358412
501	0.1011283697
502	0.1010390894
503	0.1009290645
504	0.1007014304
505	0.1004972862
506	0.1002727453
507	0.09992994565
508	0.0998221469
509	0.09960011215
510	0.09940139257
511	0.09928301502
512	0.09906379089
513	0.09855571746
514	0.09847207166
515	0.09828009593
516	0.09787624946
517	0.09737852658
518	0.0968907243
519	0.09680828486
520	0.09642377421
521	0.09594512438
522	0.09576007926
523	0.09526320645
524	0.09481850539
525	0.09473698776
526	0.09465647056
527	0.09457694199
528	0.09447806509
529	0.09429987131
530	0.09393651438
531	0.09385966766
532	0.09368522247
533	0.09339940481
534	0.09332408558
535	0.09304561122
536	0.09297098481
537	0.09289727765
538	0.09262573884
539	0.09245665678
540	0.0921923734
541	0.09211992004
542	0.09165766859
543	0.0915858788
544	0.09132779403
545	0.09125667722
546	0.09109360726
547	0.09084221856
548	0.09077253037
549	0.09052762826
550	0.09045860292
551	0.09029975752
552	0.09010659221
553	0.0896525547
554	0.08920755457
555	0.08913957431
556	0.08863161276
557	0.0882016075
558	0.08771230202
559	0.08723505297
560	0.08682575649
561	0.08639894532
562	0.0862870331
563	0.08588746431
564	0.08547209744
565	0.08540331691
566	0.08533538084
567	0.08492978668
568	0.08486234365
569	0.08479572897
570	0.08472993288
571	0.08462226691
572	0.08420345964
573	0.08413880211
574	0.08407493965
575	0.0840118629
576	0.08389431565
577	0.08348420089
578	0.08342239175
579	0.08332789487
580	0.08322549021
581	0.0827620482
582	0.08230938305
583	0.08220751256
584	0.08181643726
585	0.08175657767
586	0.08169745398
587	0.08163905758
588	0.08120099049
589	0.08106061687
590	0.08092360625
591	0.08078987713
592	0.08036088446
593	0.08022997957
594	0.08013711004
595	0.08004624695
596	0.07995042093
597	0.07987060503
598	0.07974945068
599	0.07956222198
600	0.07937726286
601	0.07895756579
602	0.07887855619
603	0.07880111235
604	0.07872191155
605	0.07858288941
606	0.07817164399
607	0.07809664319
608	0.07790642301
609	0.0778304957
610	0.07769303142
611	0.07735037514
612	0.07695281445
613	0.07677048596
614	0.07665049057
615	0.07657953064
616	0.07650654972
617	0.0763720987
618	0.07598396398
619	0.07580988062
620	0.0757421527
621	0.07567217724
622	0.07553922902
623	0.07540813148
624	0.07507618492
625	0.07470074519
626	0.07431360131
627	0.07414700013
628	0.07403268685
629	0.073921565
630	0.07360138259
631	0.0732867365
632	0.07303939638
633	0.07292076284
634	0.072852796
635	0.07273620403
636	0.07262862317
637	0.07231863229
638	0.07208878435
639	0.07196118451
640	0.07160383027
641	0.07153390807
642	0.07143149338
643	0.0713713131
644	0.07124498301
645	0.07092186086
646	0.07062448567
647	0.07040305894
648	0.07030427638
649	0.07008726867
650	0.06996274667
651	0.06989909741
652	0.06977615089
653	0.06968089926
654	0.06946818917
655	0.06913518407
656	0.06907028187
657	0.06871980136
658	0.06856566543
659	0.06822110713
660	0.06790253464
661	0.06783697381
662	0.0675000398
663	0.06716867238
664	0.06701986158
665	0.06671534659
666	0.06661201473
667	0.06628796627
668	0.06596927845
669	0.06567617957
670	0.06536498094
671	0.06522290048
672	0.06496413238
673	0.06475619353
674	0.06468985734
675	0.06458685071
676	0.06452272222
677	0.06445987088
678	0.06420526721
679	0.06401626367
680	0.063766679
681	0.06352154483
682	0.06333735426
683	0.06324459686
684	0.06297305725
685	0.06279213856
686	0.06250189248
687	0.06221649099
688	0.06197942412
689	0.06180371107
690	0.06157103762
691	0.06139501921
692	0.06116693972
693	0.06099491382
694	0.0607664685
695	0.0604607143
696	0.0602373592
697	0.06017199789
698	0.05990342786
699	0.05983859105
700	0.0596201669
701	0.05950655885
702	0.05941435343
703	0.05930341555
704	0.0592389484
705	0.05914878368
706	0.05898873864
707	0.05879827713
708	0.05851350369
709	0.05832656863
710	0.05802713986
711	0.05781541346
712	0.05763392265
713	0.05745553122
714	0.05728018462
715	0.05710782936
716	0.05705381572
717	0.05700087441
718	0.05694898326
719	0.05686003147
720	0.05680906929
721	0.05672300814
722	0.05667289487
723	0.05658775323
724	0.05653852594
725	0.05648736525
726	0.05643904654
727	0.05635508619
728	0.05612934483
729	0.0560816527
730	0.05598510047
731	0.05593914564
732	0.05585713057
733	0.05581192033
734	0.05573078375
735	0.05568639437
736	0.05563801812
737	0.05534957503
738	0.05530192141
739	0.05513041234
740	0.05508639227
741	0.05499625651
742	0.05472042681
743	0.05455170348
744	0.05450509085
745	0.05446224146
746	0.05441618642
747	0.05437413053
748	0.05409566226
749	0.05392961549
750	0.05388412402
751	0.0537207673
752	0.05363476642
753	0.05359313345
754	0.053556698
755	0.05346043091
756	0.05318684605
757	0.05302614225
758	0.05298148302
759	0.05293740127
760	0.05287690771
761	0.05261556325
762	0.05245804879
763	0.05241449479
764	0.05235490588
765	0.05231868409
766	0.052085441
767	0.05202630019
768	0.05196789036
769	0.05183410561
770	0.05170172318
771	0.05164373857
772	0.05151259864
773	0.05145518513
774	0.05136276282
775	0.05111128357
776	0.05094776755
777	0.05090404934
778	0.05086089294
779	0.05063800524
780	0.05058166128
781	0.05052601477
782	0.05030639992
783	0.05025120906
784	0.05012570619
785	0.0499678212
786	0.04993110559
787	0.04989504403
788	0.0498372804
789	0.04979389787
790	0.04975898662
791	0.04971612568
792	0.04965992522
793	0.04961755308
794	0.04949317424
795	0.04945925324
796	0.04941728559
797	0.04929402467
798	0.04917206459
799	0.04911751606
800	0.0490625376
801	0.04902082855
802	0.04878208043
803	0.04872803283
804	0.04854591983
805	0.048492357
806	0.04833978932
807	0.04829839572
808	0.04824400362
809	0.04820308129
810	0.04802329544
811	0.04797072091
812	0.04779375433
813	0.04764425439
814	0.04759253772
815	0.04741841134
816	0.04736716066
817	0.04729610904
818	0.04724541918
819	0.04717511307
820	0.0469510735
821	0.04690073022
822	0.04673152657
823	0.04658600603
824	0.04655170254
825	0.04649784531
826	0.04642931178
827	0.04637643822
828	0.04630861583
829	0.04627387749
830	0.04620678756
831	0.04613313315
832	0.04610096348
833	0.0458853101
834	0.04583409001
835	0.04578839524
836	0.04571666871
837	0.04568556619
838	0.04563644067
839	0.04556569565
840	0.04553553949
841	0.04545911445
842	0.04541121382
843	0.04533574952
844	0.0452941418
845	0.04526516363
846	0.04519060209
847	0.04497180888
848	0.04492203118
849	0.04487286855
850	0.04471489793
851	0.04466620021
852	0.04451098829
853	0.04445026825
854	0.04440196729
855	0.04434189096
856	0.04428251555
857	0.04423468493
858	0.04407214701
859	0.04402475523
860	0.04386785045
861	0.04382122943
862	0.04378092772
863	0.04375224668
864	0.04368266589
865	0.04363422893
866	0.04342834616
867	0.04338120875
868	0.04323318389
869	0.04318649461
870	0.04307777906
871	0.04303154973
872	0.04288135649
873	0.04283408607
874	0.04272691861
875	0.04257682219
876	0.04253125382
877	0.04249189604
878	0.04246361763
879	0.04240119862
880	0.04235747546
881	0.04233004229
882	0.04226839688
883	0.04221539852
884	0.04214342198
885	0.04208309615
886	0.04194119456
887	0.04179963449
888	0.0416575089
889	0.04163048955
890	0.04160394137
891	0.04155313966
892	0.04149547127
893	0.04142466863
894	0.04136769077
895	0.04131137483
896	0.04127361034
897	0.04124802112
898	0.04119954236
899	0.04106438812
900	0.04103913464
901	0.04098462314
902	0.04095978005
903	0.04091987726
904	0.04086614447
905	0.04084883346
906	0.0408096311
907	0.04079252848
908	0.04076877644
909	0.04075190738
910	0.04071373643
911	0.04069707054
912	0.04067382918
913	0.04062755962
914	0.04061117176
915	0.04058943205
916	0.04053170957
917	0.04047279984
918	0.04045668785
919	0.04044078481
920	0.04037429376
921	0.04025503059
922	0.04023925086
923	0.04012143376
924	0.04010581185
925	0.04004943558
926	0.0400339943
927	0.0399175774
928	0.03986684704
929	0.03981679854
930	0.0397610492
931	0.03970990277
932	0.03969455837
933	0.03964502764
934	0.03962986298
935	0.03960837747
936	0.03959342451
937	0.03954449
938	0.03942856372
939	0.03938013222
940	0.03935889342
941	0.03924419288
942	0.03919623009
943	0.03908281311
944	0.0390391462
945	0.03902421303
946	0.03885378501
947	0.0388104579
948	0.03876766462
949	0.03875286237
950	0.03873825234
951	0.03869198904
952	0.0386775511
953	0.03863189412
954	0.03861762644
955	0.03844945718
956	0.0384079699
957	0.03836699468
958	0.03835285301
959	0.03833889511
960	0.03829453317
961	0.03827314971
962	0.03825936963
963	0.03823835998
964	0.03818401657
965	0.0381338564
966	0.03812025111
967	0.03800857141
968	0.03796446026
969	0.037854028
970	0.03781412535
971	0.03780060141
972	0.0377573903
973	0.03774402649
974	0.03763464224
975	0.03759122928
976	0.03757025717
977	0.03755702534
978	0.03739383993
979	0.03735503599
980	0.03731246336
981	0.03729967476
982	0.03727893652
983	0.03722600173
984	0.03721336444
985	0.03717127217
986	0.03715877621
987	0.03699846382
988	0.03695597641
989	0.03692319379
990	0.03689792613
991	0.03688518236
992	0.0368545182
993	0.03682960395
994	0.0367221712
995	0.03670958355
996	0.03665814745
997	0.03664570543
998	0.03657095099
999	0.03646488892
